ID,製品カテゴリ,品番,管理番号,シリーズカテゴリ,シリーズ,シェイプ,,サイズ,,,,商品分類（1）,商品分類（2）,画像調整,,Faucet一覧表示制御,,仕様テキスト,注釈テキスト,金額,製品詳細ページURL,受賞アイコン,,機能アイコン,,,,,,,,,,,カラー（単色）,,,,,,,,,,,,,カラー（バイカラー）,,,,,,,,カラー
,,,,,,,,テキスト,横幅（W）,奥行き（H）,深さ（D）,,,,,,,,,,,IF DESIGN AWARD,Reddot award,ACTIVE WAVE,COMFORT GLIDE,COMFORT WAVE,GYROSTREAM,HEAT PROTECT,MINI UNIT,SAFETY THERMO,SOFT FLOW,WARM SPA,ECOPOWER,EWATER,PN,BN,PFG,BFG,PRG,BRG,PBR,BBR,PC,PBL,BBL,MBL,W,ZA：PN-BN,ZA：PC-BFG,ZA：PC-BRG,ZA：PC-BN,GF：BN-PN,GF：BBL-PBL,GF：BFG-PFG,GF：BRG-PRG,DEFAULT
SYSTEM_ID,PRODUCT_TYPE,PRODUCT_ID,COMBINATION_ID,SERIES_CATEGORY,SERIES,SHAPE_TEXT,SHAPE,SIZE,SIZE_W,SIZE_H,SIZE_D,CATEGORY_1,CATEGORY_2,IS_CHANGE_SERIES,IS_SEPARETE_COUNTER,HIDE_LIST,LIST_DISP_PRODUCT_ID,DESCRIPTION,EXPLAIN,PRICE,PRODUCT_URL,AWARD_01,AWARD_02,TECH_01,TECH_02,TECH_03,TECH_04,TECH_05,TECH_06,TECH_07,TECH_08,TECH_09,TECH_10,TECH_11,COLOUR_PN,COLOUR_BN,COLOUR_PFG,COLOUR_BFG,COLOUR_PRG,COLOUR_BRG,COLOUR_PBR,COLOUR_BBR,COLOUR_PC,COLOUR_PBL,COLOUR_BBL,COLOUR_MBL,COLOUR_W,COLOUR_PN-BN,COLOUR_PC-BFG,COLOUR_PC-BRG,COLOUR_PC-BN,COLOUR_BN-PN,COLOUR_BBL-PBL,COLOUR_BFG-PFG,COLOUR_BRG-PRG,COLOUR_DEFAULT
182,faucet,TLG01201,,G,GO,2 handle,handle,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,BN
183,faucet,TLG02301,,G,GR,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
184,faucet,TLG02304,,G,GR,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
185,faucet,TLG02307,,G,GR,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
186,faucet,TLG02303,,G,GR,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
187,faucet,TLG02306,,G,GR,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
188,faucet,TLG02308,,G,GR,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2017,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
189,faucet,TLG02310,,G,GR,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
190,faucet,TLG02311,,G,GR,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
191,faucet,TLG02201,,G,GR,2 handle,handle,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PBR
192,faucet,TLG03301,,G,GS,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
193,faucet,TLG03303,,G,GS,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
194,faucet,TLG03305,,G,GS,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
195,faucet,TLG03302,,G,GS,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
196,faucet,TLG03304,,G,GS,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
197,faucet,TLG03306,,G,GS,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2018,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
198,faucet,TLG03307,,G,GS,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
199,faucet,TLG03308,,G,GS,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,1,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
200,faucet,TLG03201,,G,GS,2 handle,handle,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,,,,,,,,PC
201,faucet,TLS01301,,L,LB,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
202,faucet,TLS01304,,L,LB,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
203,faucet,TLS01307,,L,LB,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
204,faucet,TLS01303,,L,LB,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
205,faucet,TLS01306,,L,LB,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
206,faucet,TLS01308,,L,LB,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
207,faucet,TLS01309,,L,LB,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
208,faucet,TLS01310,,L,LB,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
209,faucet,TLS01201,,L,LB,2 handle,handle,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
211,faucet,TLS02301,,L,LN,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
212,faucet,TLS02303,,L,LN,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
213,faucet,TLS02305,,L,LN,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
214,faucet,TLS02302,,L,LN,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
215,faucet,TLS02304,,L,LN,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
216,faucet,TLS02306,,L,LN,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
217,faucet,TLS02307,,L,LN,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
218,faucet,TLS02308,,L,LN,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
219,faucet,TLS02201,,L,LN,2 handle,handle,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
220,faucet,TLS03301,,L,LC,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
221,faucet,TLS03303,,L,LC,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
222,faucet,TLS03305,,L,LC,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
223,faucet,TLS03302,,L,LC,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
224,faucet,TLS03304,,L,LC,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
225,faucet,TLS03306,,L,LC,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
226,faucet,TLS03307,,L,LC,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
227,faucet,TLS03308,,L,LC,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
228,faucet,TLS04301,,L,LF,Single W/ pop-up,single_w_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
229,faucet,TLS04304,,L,LF,Single W/ pop-up,single_w_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
230,faucet,TLS04306,,L,LF,Single W/ pop-up,single_w_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
231,faucet,TLS04303,,L,LF,single W/O pop-up,single_wo_popup,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
232,faucet,TLS04305,,L,LF,single W/O pop-up,single_wo_popup,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
233,faucet,TLS04307,,L,LF,single W/O pop-up,single_wo_popup,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
234,faucet,TLS04308,,L,LF,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
235,faucet,TLS04309,,L,LF,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
236,auto-faucet,TLE20001,,TLG,GE,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
237,auto-faucet,TLE21001,,TLG,GC,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
238,auto-faucet,TLE22001,,TLG,GM,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
239,auto-faucet,TLE23001,,TLE1,TLE23,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
240,auto-faucet,TLE23002,,TLE1,TLE23,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
241,auto-faucet,TLE23003,,TLE1,TLE23,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
242,auto-faucet,TLE23004,,TLE1,TLE23,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
243,auto-faucet,TLE23005,,TLE1,TLE23,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
244,auto-faucet,TLE24001,,TLE1,TLE24,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021_bob,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
245,auto-faucet,TLE24002,,TLE1,TLE24,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021_bob,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
246,auto-faucet,TLE24003,,TLE1,TLE24,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021_bob,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
247,auto-faucet,TLE24004,,TLE1,TLE24,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021_bob,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
248,auto-faucet,TLE24005,,TLE1,TLE24,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021_bob,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
249,auto-faucet,TLE25001,,TLE1,TLE25,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
250,auto-faucet,TLE25002,,TLE1,TLE25,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
251,auto-faucet,TLE25003,,TLE1,TLE25,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
252,auto-faucet,TLE25004,,TLE1,TLE25,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
253,auto-faucet,TLE25005,,TLE1,TLE25,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
254,auto-faucet,TLE26001,,TLE1,TLE26,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
255,auto-faucet,TLE26002,,TLE1,TLE26,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
256,auto-faucet,TLE26003,,TLE1,TLE26,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
257,auto-faucet,TLE26004,,TLE1,TLE26,Wall Mount,wallmount,Short,,,,short,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
258,auto-faucet,TLE26005,,TLE1,TLE26,Wall Mount,wallmount,Long,,,,long,,,,,,,,,https://www.toto.com/en/gb_faucet/,,rd2021,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
259,auto-faucet,TLE27001,,TLE2,TLE27,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,if2021,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
260,auto-faucet,TLE28001,,TLE2,TLE28,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,if2021,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
261,auto-faucet,TLE29001,,TLE2,TLE29,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
262,auto-faucet,TLE30001,,TLE3,TLE30,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,if2021,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
263,auto-faucet,TLE31001,,TLE3,TLE31,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,if2021,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,PC
264,soap-dispenser,TLK07001,,,,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
265,soap-dispenser,TLK07002,,,,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
266,soap-dispenser,TLK07003,,,,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
267,soap-dispenser,TLK08001,,,,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
268,soap-dispenser,TLK08002,,,,Deck Mount,deckmount,Semi-Tall,,,,semi-tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
269,soap-dispenser,TLK08003,,,,Deck Mount,deckmount,Tall,,,,tall,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
270,soap-dispenser,TLK09001,,,,Deck Mount,deckmount,Normal,,,,normal,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,soap-tank,TLK01101,,,,,,,,,,,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,TLE01501,,,,,,,,,,ac,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,TLE02501,,,,,,,,,,ac,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,TLE02701,,,,,,,,,,ac,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,TLE03501,,,,,,,,,,ac-waterheater,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,TLE04501,,,,,,,,,,dc,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-option,TLE05701,,,,,,,,,,sma,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-option,TLM10,,,,,,,,,,mixing,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,controller-unit,REAH03B1U,,,,,,,,,,ac-waterheater,,,,,,,,,https://www.toto.com/en/gb_faucet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
