OUTPUT,OVER_HEAD_SHOWER,,,,HEAD_SHOWER,,,SPAUT,,,CONTROLLER,,,,,,VALVE,,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MGS0832,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MGS0932,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MGS1032,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MGS0432,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MGS0232,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MLR0132,L,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MLR0232,L,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MLR0332,L,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-1,MLR0432,L,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MZS0232,Z,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGR1132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGR0132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGR0332,G,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS0732,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS0832,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS0932,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS1032,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS0432,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MGS0232,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MLR0132,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MLR0232,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MLR0332,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-1,MLR0432,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,Z,Square,S,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Round,R,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,G,Square,S,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Round,R,L,Round,R,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-1,MGR9942,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-1,MGS9942,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-1,MGR9942,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-1,MGS9942,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-1,MGR9942,G,Square,S,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-1,MGS9942,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-1,MGR9942,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-1,MGS9942,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-2,MGR9940,G,Round,R,VGR01,VGR13,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-2,MGS9940,G,Square,S,VGS01,VGS13,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-2,MGR9940,G,Round,R,VGR01,VGR13,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-2,MGS9940,G,Square,S,VGS01,VGS13,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-2,MGR9940,G,Round,R,VGR01,VGR13,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-2,MGS9940,G,Square,S,VGS01,VGS13,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-2,MGR9940,G,Round,R,VGR01,VGR13,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-2,MGS9940,G,Square,S,VGS01,VGS13,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-3,MGR9942,G,Round,R,VGR02,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,handle,3YH-3,MGS9942,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-3,MGR9942,G,Round,R,VGR02,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,handle,3YH-3,MGS9942,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-3,MGR9942,G,Round,R,VGR02,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,handle,3YH-3,MGS9942,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-3,MGR9942,G,Round,R,VGR02,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,handle,3YH-3,MGS9942,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,switch,3YS-1,MGS9942B,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,switch,3YS-1,MGS9942B,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,switch,3YS-1,MGS9942B,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,switch,3YS-1,MGS9942B,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,switch,3YS-2,MGS9943,G,Square,S,VGS01,VGS23,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,switch,3YS-2,MGS9943,G,Square,S,VGS01,VGS23,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,switch,3YS-2,MGS9943,G,Square,S,VGS01,VGS23,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,switch,3YS-2,MGS9943,G,Square,S,VGS01,VGS23,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,switch,3YS-3,MGS9942B,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,switch,3YS-3,MGS9942B,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,switch,3YS-3,MGS9942B,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,switch,3YS-3,MGS9942B,G,Square,S,VGS02,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MZS0232,Z,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGR1132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGR0132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGR0332,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS0732,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS0832,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS0932,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS1032,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS0432,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MGS0232,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MLR0132,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MLR0232,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MLR0332,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-1,MLR0432,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MZS0232,Z,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGR1132,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGR0132,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGR0332,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS0732,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS0832,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS0932,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS1032,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS0432,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MGS0232,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MLR0132,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MLR0232,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MLR0332,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-1,MLR0432,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MZS0232,Z,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGR1132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGR0132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGR0332,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS0732,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS0832,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS0932,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS1032,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS0432,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MGS0232,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MLR0132,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MLR0232,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MLR0332,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-1,MLR0432,L,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MZS0232,Z,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGR1132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGR0132,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGR0332,G,Round,R,VGR03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS0732,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS0832,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS0932,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS1032,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS0432,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MGS0232,G,Square,S,VGS03,,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MLR0132,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MLR0232,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MLR0332,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-1,MLR0432,L,Round,R,VGR03,,◯,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,Z,Square,S,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Round,R,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,G,Square,S,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MZS0231,Z,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGR1131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGR0131,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGR0331,G,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS0731,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS0831,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS0931,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS1031,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS0431,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MGS0231,G,Square,S,VGS03,VGS02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MLR0131,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MLR0231,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MLR0331,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,L,Round,R,L,Round,R,lever,3YL-2,MLR0431,L,Round,R,VGR03,VGR02,,
3,Y,Z,Round,R,G,Square,S,Z,Square,S,handle,3YH-1,MGR9942,G,Round,R,VGR03,,,
3,Y,Z,Round,R,G,Square,S,Z,Square,S,handle,3YH-1,MGS9942,G,Square,S,VGS03,,◯,
3,Y,Z,Round,R,G,Square,S,G,Round,R,handle,3YH-1,MGR9942,G,Round,R,VGR03,,◯,
3,Y,Z,Round,R,G,Square,S,G,Round,R,handle,3YH-1,MGS9942,G,Square,S,VGS03,,,
3,Y,Z,Round,R,G,Square,S,G,Square,S,handle,3YH-1,MGR9942,G,Square,S,VGR03,,,
